date,competition,home_team,score,away_team,venue
2021-06-04,2022 FIFA World Cup qualification,Brazil,2-0,Ecuador,"Estádio Beira-Rio, Porto Alegre"
2021-06-08,2022 FIFA World Cup qualification,Paraguay,0-2,Brazil,"Estadio Defensores del Chaco, Asunción"
2021-06-13,2021 Copa América,Brazil,3-0,Venezuela,"Estádio Nacional Mané Garrincha, Brasília"
2021-06-17,2021 Copa América,Brazil,4-0,Peru,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-06-23,2021 Copa América,Brazil,2-1,Colombia,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-06-27,2021 Copa América,Brazil,1-1,Ecuador,"Estádio Olímpico Pedro Ludovico, Goiânia"
2021-07-02,2021 Copa América,Brazil,1-0,Chile,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-07-05,2021 Copa América,Brazil,1-0,Peru,"Estádio Olímpico Nilton Santos, Rio de Janeiro"
2021-07-10,2021 Copa América,Brazil,0-1,Argentina,"Maracanã Stadium, Rio de Janeiro"
2021-09-02,2022 FIFA World Cup qualification,Chile,0-1,Brazil,"Estadio Monumental, Santiago"
2021-09-09,2022 FIFA World Cup qualification,Brazil,2-0,Peru,"Arena Pernambuco, São Lourenço da Mata"
2021-10-07,2022 FIFA World Cup qualification,Venezuela,1-3,Brazil,"Olympic Stadium, Caracas"
2021-10-10,2022 FIFA World Cup qualification,Colombia,0-0,Brazil,"Estadio Metropolitano, Barranquilla"
2021-10-14,2022 FIFA World Cup qualification,Brazil,4-1,Uruguay,"Arena da Amazônia, Manaus"
2021-11-11,2022 FIFA World Cup qualification,Brazil,1-0,Colombia,"Arena Corinthians, São Paulo"
2021-11-16,2022 FIFA World Cup qualification,Argentina,0-0,Brazil,"Estadio San Juan del Bicentenario, San Juan"
2022-01-27,2022 FIFA World Cup qualification,Ecuador,1-1,Brazil,"Estadio Rodrigo Paz Delgado, Quito"
2022-02-01,2022 FIFA World Cup qualification,Brazil,4-0,Paraguay,"Mineirão, Belo Horizonte"
2022-03-24,2022 FIFA World Cup qualification,Brazil,4-0,Chile,"Maracanã Stadium, Rio de Janeiro"
2022-03-29,2022 FIFA World Cup qualification,Bolivia,0-4,Brazil,"Estadio Hernando Siles, La Paz"
2022-06-06,2022 Kirin Challenge Cup,Japan,0-1,Brazil,"Japan National Stadium, Tokyo"
2022-09-23,Friendly,Brazil,3-0,Ghana,"Stade Océane, Le Havre"
2022-09-27,Friendly,Brazil,5-1,Tunisia,"Parc des Princes, Paris"
2022-11-24,2022 FIFA World Cup,Brazil,2-0,Serbia,"Lusail Iconic Stadium, Lusail"
2022-12-02,2022 FIFA World Cup,Brazil,0-1,Cameroon,"Lusail Iconic Stadium, Lusail"
2022-12-09,2022 FIFA World Cup,Brazil,1-1,Croatia,"Education City Stadium, Al Rayyan"
2023-03-25,Friendly,Morocco,2-1,Brazil,"Ibn Batouta Stadium, Tangier"
2023-06-17,Friendly,Brazil,4-1,Guinea,"RCDE Stadium, Barcelona"
2023-06-20,Friendly,Brazil,2-4,Senegal,"Estádio José Alvalade, Lisbon"
2023-09-08,2026 FIFA World Cup qualification,Brazil,5-1,Bolivia,"Estádio Olímpico do Pará, Belém"
2023-09-12,2026 FIFA World Cup qualification,Peru,0-1,Brazil,"Estádio Nacional, Lima"
2023-10-12,2026 FIFA World Cup qualification,Brazil,1-1,Venezuela,"Arena Pantanal, Cuiabá"
2023-10-17,2026 FIFA World Cup qualification,Uruguay,2-0,Brazil,"Estadio Centenatio, Montevideo"
2023-11-16,2026 FIFA World Cup qualification,Colombia,2-1,Brazil,"Estadio Metropolitano, Barranquilla"
2023-11-21,2026 FIFA World Cup qualification,Brazil,0-1,Argentina,"Maracanã Stadium, Rio de Janeiro"
2024-03-23,Friendly,England,0-1,Brazil,"Wemblew Stadium, London"
2024-03-26,Friendly,Spain,3-3,Brazil,"Santiago Bernabéu, Madrid"
2024-06-08,Friendly,Brazil,3-2,Mexico,"Kyle Field, College Station, Texas"
2024-06-12,Friendly,United States,1-1,Brazil,"Camping World Stadium, Orlando, Florida"
2024-06-24,2024 Copa América,Brazil,0-0,Costa Rica,"SoFi Stadium, Inglewood, California"
2024-06-28,2024 Copa América,Brazil,4-1,Paraguay,"Allegiant Stadium, Paradise, Nevada"
2024-07-02,2024 Copa América,Brazil,1-1,Colombia,"Levi's Stadium, Santa Clara, California"
2024-07-06,2024 Copa América,Brazil,0-0,Uruguay,"Allegiant Stadium, Paradise, Nevada"
2024-09-06,2026 FIFA World Cup qualification,Brazil,1-0,Ecuador,"Estádio Couto Pereira, Curitiba"
2024-09-10,2026 FIFA World Cup Qualification,Paraguay,1-0,Brazil,"Estadio Defensores del Chaco, Asunción"
2024-10-10,2026 FIFA World Cup Qualification,Chile,1-2,Brazil,"Estadio Nacional Julio Martínez Prádanos, Santiago"
2024-10-15,2026 FIFA World Cup Qualification,Brazil,4-0,Peru,"Estádio Nacional Mané Garrincha, Brasília"
2024-11-14,2026 FIFA World Cup qualification,Venezuela,1-1,Brazil,"Estadio Monumental, Maturín"
2024-11-19,2026 FIFA World Cup qualification,Brazil,1-1,Uruguay,"Arena Fonte Nova, Salvador"
2025-03-20,2026 FIFA World Cup qualification,Brazil,2-1,Colombia,"Estádio Nacional Mané Garrincha, Brasília"
2025-03-25,2026 FIFA World Cup qualification,Argentina,4-1,Brazil,"Estadio Monumental, Buenos Aires"
2025-06-05,2026 FIFA World Cup qualification,Ecuador,0-0,Brazil,"Estadio Monumental Isidro Romero Carbo, Guayaquil"
2025-06-10,2026 FIFA World Cup qualification,Brazil,1-0,Paraguay,"Neo Química Arena, São Paulo"
2025-09-04,2026 FIFA World Cup qualification,Brazil,3-0,Chile,"Maracanã, Rio de Janeiro"
2025-09-09,2026 FIFA World Cup qualification,Bolivia,1-0,Brazil,"El Alto Municipal Stadium, El Alto"
2025-10-14,Friendly,Japan,3-2,Brazil,"Ajinomoto Stadium, Chōfu"
2025-11-15,Friendly,Brazil,2-0,Senegal,"Emirates Stadium, London"
2025-11-18,Friendly,Brazil,1-1,Tunisia,"Stade Pierre-Mauroy, Lille"
2026-03-26,Friendly,Brazil,1-2,France,"Gillette Stadium, Foxborough"
2026-03-31,Friendly,Brazil,3-1,Croatia,"Camping World Stadium, Orlando"
2021-03-25,2022 FIFA World Cup qualification,Haiti,2-0,Belize,"Stade Sylvio Cator, Port-au-Prince"
2021-06-05,2022 FIFA World Cup qualification,Turks and Caicos Islands,0-10,Haiti,"TCIFA National Academy, Providenciales"
2021-06-08,2022 FIFA World Cup qualification,Haiti,1-0,Nicaragua,"Stade Sylvio Cator, Port-au-Prince"
2021-06-15,2022 FIFA World Cup qualification,Haiti,0-3,Canada,"SeatGeek Stadium, Bridgeview"
2021-07-02,2021 CONCACAF Gold Cup qualification,Haiti,6-1,Saint Vincent and the Grenadines,"DRV PNK Stadium, Fort Lauderdale"
2021-07-06,2021 CONCACAF Gold Cup qualification,Haiti,4-1,Bermuda,"DRV PNK Stadium, Fort Lauderdale"
2021-07-11,2021 CONCACAF Gold Cup,Haiti,0-1,United States,"Children's Mercy Park, Kansas City"
2021-07-18,2021 CONCACAF Gold Cup,Haiti,2-1,Martinique,"Toyota Stadium, Frisco"
2021-09-01,Friendly,Bahrain,6-1,Haiti,"Bahrain National Stadium, Riffa"
2021-09-04,Friendly,Haiti,2-0,Jordan,"Bahrain National Stadium, Riffa"
2022-03-27,Friendly,Haiti,1-2,Guatemala,"DRV PNK Stadium, Fort Lauderdale"
2022-06-04,2022–23 CONCACAF Nations League B,Bermuda,0-0,Haiti,"Bermuda National Stadium, Devonshire Parish"
2022-06-07,2022–23 CONCACAF Nations League B,Haiti,3-2,Montserrat,"Félix Sánchez Olympic Stadium, Santo Domingo"
2022-06-11,2022–23 CONCACAF Nations League B,Guyana,2-6,Haiti,"Synthetic Track and Field Facility, Leonora"
2022-06-14,2022–23 CONCACAF Nations League B,Haiti,6-0,Guyana,"Félix Sánchez Olympic Stadium, Santo Domingo"
2023-03-25,2022–23 CONCACAF Nations League B,Montserrat,0-4,Haiti,"Blakes Estate Stadium, Look Out"
2023-03-28,2022–23 CONCACAF Nations League B,Haiti,3-1,Bermuda,"Estadio Panamericano, San Cristóbal"
2023-06-13,Friendly,Haiti,3-1,Saint Kitts and Nevis,"Gardens North County District Park, Palm Beach Gardens"
2023-06-20,Friendly,Haiti,0-0,Trinidad and Tobago,"Gardens North County District Park, Palm Beach Gardens"
2023-06-25,2023 CONCACAF Gold Cup,Haiti,2-1,Qatar,"NRG Stadium, Houston"
2023-07-02,2023 CONCACAF Gold Cup,Haiti,1-2,Honduras,"Bank of America Stadium, Charlotte"
2023-09-08,2023–24 CONCACAF Nations League A,Haiti,0-0,Cuba,"Estadio Panamericano, San Cristóbal"
2023-09-12,2023–24 CONCACAF Nations League A,Jamaica,2-2,Haiti,"Independence Park, Kingston"
2023-10-12,2023–24 CONCACAF Nations League A,Suriname,1-1,Haiti,"Dr. Ir. Franklin Essed Stadion, Paramaribo"
2023-10-15,2023–24 CONCACAF Nations League A,Haiti,2-3,Jamaica,"Hasely Crawford Stadium, Port of Spain"
2024-03-23,Friendly,French Guiana,1-1,Haiti,"Stade Municipal Dr. Edmard Lama, Cayenne"
2024-06-06,2026 FIFA World Cup qualification,Haiti,2-1,Saint Lucia,"Wildey Turf, Wildey"
2024-06-09,2026 FIFA World Cup qualification,Barbados,1-3,Haiti,"Wildey Turf, Wildey"
2024-09-06,2024–25 CONCACAF Nations League B,Puerto Rico,1-4,Haiti,"Mayagüez Athletics Stadium, Mayagüez"
2024-09-09,2024–25 CONCACAF Nations League B,Haiti,6-0,Sint Maarten,"Mayagüez Athletics Stadium, Mayagüez"
2024-10-11,2024–25 CONCACAF Nations League B,Aruba,1-3,Haiti,"Trinidad Stadium, Oranjestad"
2024-10-14,2024–25 CONCACAF Nations League B,Aruba,3-5,Haiti,"Trinidad Stadium, Oranjestad"
2024-11-15,2024–25 CONCACAF Nations League B,Haiti,8-0,Sint Maarten,"Mayagüez Athletics Stadium, Mayagüez"
2024-11-18,2024–25 CONCACAF Nations League B,Puerto Rico,0-3,Haiti,"Mayagüez Athletics Stadium, Mayagüez"
2025-03-22,Friendly,Azerbaijan,0-3,Haiti,"Mehdi Huseynzade Stadium, Sumgait"
2025-06-07,2026 FIFA World Cup qualification,Aruba,0-5,Haiti,"Trinidad Stadium, Oranjestad"
2025-06-10,2026 FIFA World Cup qualification,Haiti,1-5,Curacao,"Trinidad Stadium, Oranjestad"
2025-06-15,2025 Gold Cup,Haiti,0-1,Saudi Arabia,"Snapdragon Stadium, San Diego"
2025-06-19,2025 Gold Cup,Haiti,1-1,Trinidad and Tobago,"Shell Energy Stadium, Houston"
2025-06-22,2025 Gold Cup,Haiti,1-2,United States,"AT&T Stadium, Arlington"
2025-09-05,2026 FIFA World Cup qualification,Haiti,0-0,Honduras,"Ergilio Hato Stadium, Willemstad"
2025-09-09,2026 FIFA World Cup qualification,Haiti,3-3,Costa Rica,"Estadio Nacional, San José"
2025-10-09,2026 FIFA World Cup qualification,Haiti,3-0,Nicaragua,"Estadio Nacionall, Managua"
2025-10-13,2026 FIFA World Cup qualification,Haiti,0-3,Honduras,"Estadio Nacional Chelato Uclés, Tegucigalpa"
2025-11-13,2026 FIFA World Cup qualification,Haiti,1-0,Costa Rica,"Ergilio Hato Stadium, Willemstad"
2025-11-18,2026 FIFA World Cup qualification,Haiti,2-0,Nicaragua,"Ergilio Hato Stadium, Willemstad"
2020-10-09,Friendly,Morocco,3-1,Senegal,"Rabat, Morocco"
2020-10-13,Friendly,Morocco,1-1,DR Congo,"Rabat, Morocco"
2020-11-13,2021 AFCON Q,Morocco,4-1,Central African Republic,"Casablanca, Morocco"
2020-11-17,2021 AFCON Q,Central African Republic,0-2,Morocco,"Douala, Cameroon"
2021-01-18,CHAN 2020 GS,Morocco,1-0,Togo,"Douala, Cameroon"
2021-01-22,CHAN 2020 GS,Morocco,0-0,Rwanda,"Douala, Cameroon"
2021-01-26,CHAN 2020 GS,Uganda,2-5,Morocco,"Douala, Cameroon"
2021-01-31,CHAN 2020 QF,Morocco,3-1,Zambia,"Douala, Cameroon"
2021-02-03,CHAN 2020 SF,Morocco,4-0,Cameroon,"Limbe, Cameroon"
2021-02-07,CHAN 2020 Final,Mali,0-2,Morocco,"Yaoundé, Cameroon"
2021-03-26,2021 AFCON Q,Mauritania,0-0,Morocco,"Nouakchott, Mauritania"
2021-03-30,2021 AFCON Q,Morocco,1-0,Burundi,"Rabat, Morocco"
2021-06-08,Friendly,Morocco,1-0,Ghana,"Rabat, Morocco"
2021-06-12,Friendly,Morocco,1-0,Burkina Faso,"Rabat, Morocco"
2021-09-02,2022 World Cup qualification,Morocco,2-0,Sudan,"Rabat, Morocco"
2021-10-06,2022 World Cup qualification,Morocco,5-0,Guinea-Bissau,"Rabat, Morocco"
2021-10-09,2022 World Cup qualification,Guinea-Bissau,0-3,Morocco,"Casablanca, Morocco"
2021-10-12,2022 World Cup qualification,Guinea,1-4,Morocco,"Rabat, Morocco"
2021-11-12,2022 World Cup qualification,Sudan,0-3,Morocco,"Rabat, Morocco"
2021-11-16,2022 World Cup qualification,Morocco,3-0,Guinea,"Rabat, Morocco"
2021-12-01,2021 FIFA Arab Cup GS,Morocco,4-0,Palestine,"Al Wakrah, Qatar"
2021-12-04,2021 FIFA Arab Cup GS,Jordan,0-4,Morocco,"Al Rayyan, Qatar"
2021-12-07,2021 FIFA Arab Cup GS,Morocco,1-0,Saudi Arabia,"Doha, Qatar"
2021-12-11,2021 FIFA Arab Cup QF,Morocco,2-2,Algeria,"Doha, Qatar"
2022-01-10,2021 AFCON GS,Morocco,1-0,Ghana,"Yaoundé, Cameroon"
2022-01-14,2021 AFCON GS,Morocco,2-0,Comoros,"Yaoundé, Cameroon"
2022-01-18,2021 AFCON GS,Gabon,2-2,Morocco,"Yaoundé, Cameroon"
2022-01-25,2021 AFCON R16,Morocco,2-1,Malawi,"Yaoundé, Cameroon"
2022-01-30,2021 AFCON QF,Egypt,2-1,Morocco,"Yaoundé, Cameroon"
2022-03-25,2022 World Cup qualification,DR Congo,1-1,Morocco,"Kinshasa, DR Congo"
2022-03-29,2022 World Cup qualification,Morocco,4-1,DR Congo,"Casablanca, Morocco"
2022-06-01,Friendly,United States,3-0,Morocco,"Cincinnati, United States"
2022-06-13,2023 AFCON Q,Liberia,0-2,Morocco,"Casablanca, Morocco"
2022-09-23,Friendly,Morocco,2-0,Chile,"Barcelona, Spain"
2022-09-27,Friendly,Morocco,0-0,Paraguay,"Seville, Spain"
2022-11-17,Friendly,Morocco,3-0,Georgia,"Sharjah, United Arab Emirates"
2022-11-23,2022 FIFA World Cup GS,Morocco,0-0,Croatia,"Al Khor, Qatar"
2022-11-27,2022 FIFA World Cup GS,Belgium,0-2,Morocco,"Doha, Qatar"
2022-12-06,2022 FIFA World Cup R16,Morocco,0-0,Spain,"Al Rayyan, Qatar"
2022-12-10,2022 FIFA World Cup QF,Morocco,1-0,Portugal,"Doha, Qatar"
2022-12-14,2022 FIFA World Cup SF,France,2-0,Morocco,"Al Khor, Qatar"
2022-12-17,2022 FIFA World Cup 3rd place,Croatia,2-1,Morocco,"Al Rayyan, Qatar"
2023-03-28,Friendly,Morocco,0-0,Peru,"Madrid, Spain"
2023-06-12,Friendly,Morocco,0-0,Cape Verde,"Rabat, Morocco"
2023-09-12,Friendly,Morocco,1-0,Burkina Faso,"Lens, France"
2023-10-14,Friendly,Ivory Coast,1-1,Morocco,"Abidjan, Ivory Coast"
2023-10-17,2023 AFCON Q,Morocco,3-0,Liberia,"Agadir, Morocco"
2023-11-21,2026 World Cup qualification,Tanzania,0-2,Morocco,"Dar es Salaam, Tanzania"
2024-01-11,Friendly,Sierra Leone,1-3,Morocco,"San Pedro, Ivory Coast"
2024-01-17,2023 AFCON GS,Morocco,3-0,Tanzania,"San Pédro, Ivory Coast"
2024-01-21,2023 AFCON GS,Morocco,1-1,DR Congo,"San Pédro, Ivory Coast"
2024-01-24,2023 AFCON GS,Zambia,0-1,Morocco,"San Pédro, Ivory Coast"
2024-03-22,Friendly,Morocco,1-0,Angola,"Agadir, Morocco"
2024-03-26,Friendly,Morocco,0-0,Mauritania,"Agadir, Morocco"
2024-06-07,2026 World Cup qualification,Morocco,2-1,Zambia,"Agadir, Morocco"
2024-06-11,2026 World Cup qualification,Congo,0-6,Morocco,"Agadir, Morocco"
2024-09-06,2025 AFCON Q,Morocco,4-1,Gabon,"Agadir, Morocco"
2024-09-09,2025 AFCON Q,Lesotho,0-1,Morocco,"Agadir, Morocco"
2024-10-12,2025 AFCON Q,Morocco,5-0,Central African Republic,"Oujda, Morocco"
2024-10-15,2025 AFCON Q,Central African Republic,0-4,Morocco,"Oujda, Morocco"
2024-11-10,2025 AFCON Q,Gabon,1-5,Morocco,"Franceville, Gabon"
2024-11-18,2025 AFCON Q,Morocco,7-0,Lesotho,"Oujda, Morocco"
2025-03-21,2026 World Cup qualification,Niger,1-2,Morocco,"Oujda, Morocco"
2025-03-25,2026 World Cup qualification,Morocco,2-0,Tanzania,"Oujda, Morocco"
2025-06-06,Friendly,Morocco,2-0,Tunisia,"Fez, Morocco"
2025-06-09,Friendly,Morocco,1-0,Benin,"Fez, Morocco"
2025-08-03,CHAN 2024 GS,Morocco,2-0,Angola,"Nairobi, Kenya"
2025-08-10,CHAN 2024 GS,Kenya,1-0,Morocco,"Nairobi, Kenya"
2025-08-14,CHAN 2024 GS,Morocco,3-1,Zambia,"Nairobi, Kenya"
2025-08-17,CHAN 2024 GS,DR Congo,1-3,Morocco,"Nairobi, Kenya"
2025-08-22,CHAN 2024 QF,Tanzania,0-1,Morocco,"Dar es Salaam, Tanzania"
2025-08-26,CHAN 2024 SF,Morocco,1-1,Senegal,"Kampala, Uganda"
2025-08-30,CHAN 2024 Final,Madagascar,2-3,Morocco,"Nairobi, Kenya"
2025-09-05,2026 World Cup qualification,Morocco,5-0,Niger,"Rabat, Morocco"
2025-09-08,2026 World Cup qualification,Zambia,0-2,Morocco,"Ndola, Zambia"
2025-10-09,Friendly,Morocco,1-0,Bahrain,"Rabat, Morocco"
2025-10-14,2026 World Cup qualification,Morocco,1-0,Congo,"Rabat, Morocco"
2025-11-14,Friendly,Morocco,1-0,Mozambique,"Tangier, Morocco"
2025-11-18,Friendly,Morocco,4-0,Uganda,"Tangier, Morocco"
2025-12-02,2025 FIFA Arab Cup GS,Morocco,3-1,Comoros,"Al Rayyan, Qatar"
2025-12-05,2025 FIFA Arab Cup GS,Oman,0-0,Morocco,"Al Rayyan, Qatar"
2025-12-08,2025 FIFA Arab Cup GS,Morocco,1-0,Saudi Arabia,"Lusail, Qatar"
2025-12-11,2025 FIFA Arab Cup QF,Morocco,1-0,Syria,"Al Rayyan, Qatar"
2025-12-15,2025 FIFA Arab Cup SF,Morocco,3-0,United Arab Emirates,"Al Rayyan, Qatar"
2025-12-18,2025 FIFA Arab Cup Final,Jordan,2-3,Morocco,"Lusail, Qatar"
2025-12-21,2025 AFCON GS,Morocco,2-0,Comoros,"Rabat, Morocco"
2025-12-26,2025 AFCON GS,Morocco,1-1,Mali,"Rabat, Morocco"
2025-12-29,2025 AFCON GS,Zambia,0-3,Morocco,"Rabat, Morocco"
2026-01-04,2025 AFCON R16,Morocco,1-0,Tanzania,"Rabat, Morocco"
2026-01-09,2025 AFCON QF,Cameroon,0-2,Morocco,"Rabat, Morocco"
2026-01-14,2025 AFCON SF,Nigeria,0-0,Morocco,"Rabat, Morocco"
2026-01-18,2025 AFCON Final,Senegal,0-3,Morocco,"Rabat, Morocco"
2026-03-27,Friendly,Morocco,1-1,Ecuador,"Madrid, Spain"
2026-03-31,Friendly,Morocco,2-1,Paraguay,"Lens, France"
2020-09-04,2020–21 Nations League,Scotland,1-1,Israel,"Hampden Park, Glasgow"
2020-10-08,Euro 2020 qualifying play-offs,Scotland,0-0,Israel,"Hampden Park, Glasgow"
2020-10-11,2020–21 Nations League,Scotland,1-0,Slovakia,"Hampden Park, Glasgow"
2020-11-12,Euro 2020 qualifying play-offs,Serbia,1-1,Scotland,"Red Star Stadium, Belgrade"
2020-11-15,2020–21 Nations League,Slovakia,1-0,Scotland,"Anton Malatinský Stadium, Trnava"
2020-11-18,2020–21 Nations League,Israel,1-0,Scotland,"Netanya Stadium, Netanya"
2021-03-25,2022 World Cup qualification,Scotland,2-2,Austria,"Hampden Park, Glasgow"
2021-03-28,2022 World Cup qualification,Israel,1-1,Scotland,"Bloomfield Stadium, Tel Aviv"
2021-03-31,2022 World Cup qualification,Scotland,4-0,Faroe Islands,"Hampden Park, Glasgow"
2021-06-02,Friendly,Scotland,2-2,Netherlands,"Estádio Algarve, Faro / Loulé"
2021-06-06,Friendly,Luxembourg,0-1,Scotland,"Stade Josy Barthel, Luxembourg"
2021-06-18,Euro 2020,England,0-0,Scotland,"Wembley Stadium, London"
2021-06-22,Euro 2020,Scotland,1-3,Croatia,"Hampden Park, Glasgow"
2021-09-01,2022 World Cup qualification,Denmark,2-0,Scotland,"Parken Stadium, Copenhagen"
2021-09-04,2022 World Cup qualification,Scotland,1-0,Moldova,"Hampden Park, Glasgow"
2021-09-07,2022 World Cup qualification,Austria,0-1,Scotland,"Ernst-Happel-Stadion, Vienna"
2021-10-09,2022 World Cup qualification,Scotland,3-2,Israel,"Hampden Park, Glasgow"
2021-10-12,2022 World Cup qualification,Faroe Islands,0-1,Scotland,"Tórsvøllur, Tórshavn"
2021-11-12,2022 World Cup qualification,Moldova,0-2,Scotland,"Zimbru Stadium, Chișinău"
2021-11-15,2022 World Cup qualification,Scotland,2-0,Denmark,"Hampden Park, Glasgow"
2022-03-24,Friendly,Scotland,1-1,Poland,"Hampden Park, Glasgow"
2022-03-29,Friendly,Austria,2-2,Scotland,"Ernst-Happel-Stadion, Vienna"
2022-06-01,2022 World Cup qualification play-offs,Scotland,1-3,Ukraine,"Hampden Park, Glasgow"
2022-06-08,2022–23 Nations League,Scotland,2-0,Armenia,"Hampden Park, Glasgow"
2022-06-11,2022–23 Nations League,Republic of Ireland,3-0,Scotland,"Aviva Stadium, Dublin"
2022-06-14,2022–23 Nations League,Armenia,1-4,Scotland,"Republican Stadium, Yerevan"
2022-09-21,2022–23 Nations League,Scotland,3-0,Ukraine,"Hampden Park, Glasgow"
2022-09-24,2022–23 Nations League,Scotland,2-1,Republic of Ireland,"Hampden Park, Glasgow"
2022-09-27,2022–23 Nations League,Scotland,0-0,Ukraine,"Józef Piłsudski's Cracovia Stadium, Kraków"
2022-11-16,Friendly,Turkey,2-1,Scotland,"Diyarbakır Stadium, Diyarbakır"
2023-03-25,Euro 2024 qualifying,Scotland,3-0,Cyprus,"Hampden Park, Glasgow"
2023-03-28,Euro 2024 qualifying,Scotland,2-0,Spain,"Hampden Park, Glasgow"
2023-06-17,Euro 2024 qualifying,Norway,1-2,Scotland,"Ullevaal Stadion, Oslo"
2023-06-20,Euro 2024 qualifying,Scotland,2-0,Georgia,"Hampden Park, Glasgow"
2023-09-08,Euro 2024 qualifying,Cyprus,0-3,Scotland,"AEK Arena, Larnaca"
2023-09-12,Friendly,Scotland,1-3,England,"Hampden Park, Glasgow"
2023-10-12,Euro 2024 qualifying,Spain,2-0,Scotland,"Estadio de La Cartuja, Seville"
2023-10-17,Friendly,France,4-1,Scotland,"Stade Pierre-Mauroy, Lille"
2023-11-16,Euro 2024 qualifying,Georgia,2-2,Scotland,"Boris Paichadze Dinamo Arena, Tbilisi"
2023-11-19,Euro 2024 qualifying,Scotland,3-3,Norway,"Hampden Park, Glasgow"
2024-03-22,Friendly,Netherlands,4-0,Scotland,"Johan Cruyff Arena, Amsterdam"
2024-03-26,Friendly,Scotland,0-1,Northern Ireland,"Hampden Park, Glasgow"
2024-06-03,Friendly,Scotland,2-0,Gibraltar,"Estadio Algarve, Faro / Loulé"
2024-06-07,Friendly,Scotland,2-2,Finland,"Hampden Park, Glasgow"
2024-06-14,Euro 2024,Germany,5-1,Scotland,"Allianz Arena, Munich"
2024-06-23,Euro 2024,Scotland,0-1,Hungary,"MHPArena, Stuttgart"
2024-09-05,2024–25 Nations League,Scotland,2-3,Poland,"Hampden Park, Glasgow"
2024-09-08,2024–25 Nations League,Portugal,2-1,Scotland,"Estádio da Luz, Lisbon"
2024-10-12,2024–25 Nations League,Croatia,2-1,Scotland,"Stadion Maksimir, Zagreb"
2024-10-15,2024–25 Nations League,Scotland,0-0,Portugal,"Hampden Park, Glasgow"
2024-11-15,2024–25 Nations League,Scotland,1-0,Croatia,"Hampden Park, Glasgow"
2024-11-18,2024–25 Nations League,Poland,1-2,Scotland,"Stadion Narodowy, Warsaw"
2025-03-20,2024–25 Nations League play-offs,Greece,0-1,Scotland,"Karaiskakis Stadium, Piraeus"
2025-03-23,2024–25 Nations League play-offs,Scotland,0-3,Greece,"Hampden Park, Glasgow"
2025-06-06,Friendly,Scotland,1-3,Iceland,"Hampden Park, Glasgow"
2025-06-09,Friendly,Liechtenstein,0-4,Scotland,"Rheinpark Stadion, Vaduz"
2025-09-05,2026 World Cup qualification,Denmark,0-0,Scotland,"Parken Stadium, Copenhagen"
2025-09-08,2026 World Cup qualification,Scotland,2-0,Belarus,"ZTE Arena, Zalaegerszeg"
2025-10-09,2026 World Cup qualification,Scotland,3-1,Greece,"Hampden Park, Glasgow"
2025-10-12,2026 World Cup qualification,Scotland,2-1,Belarus,"Hampden Park, Glasgow"
2025-11-15,2026 World Cup qualification,Greece,3-2,Scotland,"Karaiskakis Stadium, Piraeus"
2025-11-18,2026 World Cup qualification,Scotland,4-2,Denmark,"Hampden Park, Glasgow"
2026-03-28,Friendly,Scotland,0-1,Japan,"Hampden Park, Glasgow"
2026-03-31,Friendly,Scotland,0-1,Ivory Coast,"Hill Dickinson Stadium, Liverpool"
2021-06-03,2022 WCQ / 2023 ACQ,Australia,3-0,Kuwait,"Kuwait City, Kuwait"
2021-06-07,2022 WCQ / 2023 ACQ,Australia,5-1,Chinese Taipei,"Kuwait City, Kuwait"
2021-06-11,2022 WCQ / 2023 ACQ,Nepal,0-3,Australia,"Kuwait City, Kuwait"
2021-06-15,2022 WCQ / 2023 ACQ,Australia,1-0,Jordan,"Kuwait City, Kuwait"
2021-09-02,2022 World Cup qualification,Australia,3-0,China,"Doha, Qatar"
2021-09-07,2022 World Cup qualification,Vietnam,0-1,Australia,"Hanoi, Vietnam"
2021-10-07,2022 World Cup qualification,Australia,3-1,Oman,"Doha, Qatar"
2021-10-12,2022 World Cup qualification,Japan,2-1,Australia,"Saitama, Japan"
2021-11-11,2022 World Cup qualification,Australia,0-0,Saudi Arabia,"Sydney, Australia"
2021-11-16,2022 World Cup qualification,China,1-1,Australia,"Sharjah, United Arab Emirates"
2022-01-27,2022 World Cup qualification,Australia,4-0,Vietnam,"Melbourne, Australia"
2022-02-01,2022 World Cup qualification,Oman,2-2,Australia,"Muscat, Oman"
2022-03-24,2022 World Cup qualification,Australia,0-2,Japan,"Sydney, Australia"
2022-03-29,2022 World Cup qualification,Saudi Arabia,1-0,Australia,"Jeddah, Saudi Arabia"
2022-06-01,International Friendly,Australia,2-1,Jordan,"Doha, Qatar"
2022-06-07,2022 World Cup qualification,United Arab Emirates,1-2,Australia,"Al Rayyan, Qatar"
2022-06-13,2022 World Cup qualification,Australia,0-0,Peru,"Al Rayyan, Qatar"
2022-09-22,International Friendly,Australia,1-0,New Zealand,"Brisbane, Australia"
2022-09-25,International Friendly,New Zealand,0-2,Australia,"Auckland, New Zealand"
2022-11-22,2022 FIFA World Cup Group D,France,4-1,Australia,"Al Wakrah, Qatar"
2022-11-26,2022 FIFA World Cup Group D,Tunisia,0-1,Australia,"Al Wakrah, Qatar"
